volume,type,publisher,authors,year,eid,title,pages,cited_by_count,number,open_access,topics,journal,doi,concepts
93,journal-article,American Chemical Society (ACS),"Rüger, Christopher P. and Le Maître, Johann and Maillard, Julien and Riches, Eleanor and Palmer, Martin and Afonso, Carlos and Giusti, Pierre",2021,2-s2.0-85104911779,Exploring Complex Mixtures by Cyclic Ion Mobility High-Resolution Mass Spectrometry: Application Toward Petroleum,5872-5881,31,,False,"['Mass Spectrometry Techniques and Applications', 'Petroleum Processing and Analysis', 'Analytical Chemistry and Chromatography']",Analytical Chemistry,10.1021/acs.analchem.1c00222,"[{'name': 'Ion-mobility spectrometry', 'score': 0.9063079357147217}, {'name': 'Chemistry', 'score': 0.876859188079834}, {'name': 'Isobaric process', 'score': 0.8071804046630859}, {'name': 'Mass spectrometry', 'score': 0.7248010039329529}, {'name': 'Ion', 'score': 0.5580184459686279}, {'name': 'Ion-mobility spectrometry–mass spectrometry', 'score': 0.5173682570457458}, {'name': 'Collision-induced dissociation', 'score': 0.48444417119026184}, {'name': 'Analytical Chemistry (journal)', 'score': 0.4110783338546753}]"
35,journal-article,American Chemical Society (ACS),"Lacroix-Andrivet, Oscar and Castilla, Clément and Rüger, Christopher and Hubert-Roux, Marie and Mendes Siqueira, Anna Luiza and Giusti, Pierre and Afonso, Carlos",2021,2-s2.0-85100174679,Direct Insertion Analysis of Polymer-Modified Bitumen by Atmospheric Pressure Chemical Ionization Ultrahigh-Resolution Mass Spectrometry,2165-2173,11,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'NMR spectroscopy and applications']",Energy &amp; Fuels,10.1021/acs.energyfuels.0c03827,"[{'name': 'Fourier transform ion cyclotron resonance', 'score': 0.8654801845550537}, {'name': 'Atmospheric-pressure chemical ionization', 'score': 0.8402307033538818}, {'name': 'Mass spectrometry', 'score': 0.681196391582489}, {'name': 'Analytical Chemistry (journal)', 'score': 0.6049711108207703}, {'name': 'Chemistry', 'score': 0.572580873966217}, {'name': 'Asphalt', 'score': 0.5503990054130554}, {'name': 'Atmospheric pressure', 'score': 0.4806581735610962}, {'name': 'Chemical ionization', 'score': 0.3991870582103729}]"
32,journal-article,American Chemical Society (ACS),"Rüger, Christopher P. and Le Maître, Johann and Riches, Eleanor and Palmer, Martin and Orasche, Jürgen and Sippula, Olli and Jokiniemi, Jorma and Afonso, Carlos and Giusti, Pierre and Zimmermann, Ralf",2021,2-s2.0-85099428416,Cyclic Ion Mobility Spectrometry Coupled to High-Resolution Time-of-Flight Mass Spectrometry Equipped with Atmospheric Solid Analysis Probe for the Molecular Characterization of Combustion Particulate Matter,206-217,9,,False,"['Atmospheric chemistry and aerosols', 'Toxic Organic Pollutants Impact', 'Catalytic Processes in Materials Science']",Journal of the American Society for Mass Spectrometry,10.1021/jasms.0c00274,"[{'name': 'Chemistry', 'score': 0.8118809461593628}, {'name': 'Mass spectrometry', 'score': 0.7211774587631226}, {'name': 'Particulates', 'score': 0.7096320390701294}, {'name': 'Ion-mobility spectrometry', 'score': 0.5277056097984314}, {'name': 'Analytical Chemistry (journal)', 'score': 0.5168929100036621}, {'name': 'Combustion', 'score': 0.49474141001701355}, {'name': 'Resolution (logic)', 'score': 0.48933523893356323}, {'name': 'Aerosol', 'score': 0.48850905895233154}]"
44,journal-article,Wiley,"Beccaria, Marco and Siqueira, Anna Luiza Mendes and Maniquet, Adrien and Giusti, Pierre and Piparo, Marco and Stefanuto, Pierre‐Hugues and Focant, Jean‐François",2021,2-s2.0-85097279402,Advanced mono- and multi-dimensional gas chromatography–mass spectrometry techniques for oxygen-containing compound characterization in biomass and biofuel samples,115-134,33,,True,"['Analytical Chemistry and Chromatography', 'Mass Spectrometry Techniques and Applications', 'Fermentation and Sensory Analysis']",Journal of Separation Science,10.1002/jssc.202000907,"[{'name': 'Gas chromatography', 'score': 0.7845043540000916}, {'name': 'Mass spectrometry', 'score': 0.7177497148513794}, {'name': 'Raw material', 'score': 0.6050048470497131}, {'name': 'Chemistry', 'score': 0.5873320698738098}, {'name': 'Biomass (ecology)', 'score': 0.5669342875480652}, {'name': 'Gas chromatography–mass spectrometry', 'score': 0.503877580165863}, {'name': 'Context (archaeology)', 'score': 0.4826967716217041}, {'name': 'Derivatization', 'score': 0.4437284767627716}]"
34,journal-article,American Chemical Society (ACS),"Chacón-Patiño, Martha L. and Moulian, Rémi and Barrère-Mangote, Caroline and Putman, Jonathan C. and Weisbrod, Chad R. and Blakney, Greg T. and Bouyssiere, Brice and Rodgers, Ryan P. and Giusti, Pierre",2020,2-s2.0-85097807691,Compositional trends for total vanadium content and vanadyl porphyrins in gel permeation chromatography fractions reveal correlations between asphaltene aggregation and ion production efficiency in atmospheric pressure photoionization,16158-16172,35,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/acs.energyfuels.0c03349,"[{'name': 'Chemistry', 'score': 0.7875368595123291}, {'name': 'Asphaltene', 'score': 0.7263234257698059}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.6750524640083313}, {'name': 'Photoionization', 'score': 0.6725358366966248}, {'name': 'Mass spectrometry', 'score': 0.5466147661209106}, {'name': 'Analytical Chemistry (journal)', 'score': 0.5067227482795715}, {'name': 'Ionization', 'score': 0.4735530912876129}, {'name': 'Vanadium', 'score': 0.4513680636882782}]"
34,journal-article,American Chemical Society (ACS),"Acevedo, Nelson and Moulian, Remi and Chacón-Patiño, Martha L. and Mejia, Aurora and Radji, Sadia and Daridon, Jean-Luc and Barrère-Mangote, Caroline and Giusti, Pierre and Rodgers, Ryan P. and Piscitelli, Vincent and Castillo, Jimmy and Carrier, Hervé and Bouyssiere, Brice",2020,2-s2.0-85096017358,"Understanding Asphaltene Fraction Behavior through Combined Quartz Crystal Resonator Sensor, FT-ICR MS, GPC ICP HR-MS, and AFM Characterization. Part I: Extrography Fractionations",13903-13915,33,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'NMR spectroscopy and applications']",Energy &amp; Fuels,10.1021/acs.energyfuels.0c02687,"[{'name': 'Asphaltene', 'score': 0.7141438722610474}, {'name': 'Quartz', 'score': 0.6923444271087646}, {'name': 'Fraction (chemistry)', 'score': 0.6361052393913269}, {'name': 'Materials science', 'score': 0.5271967053413391}, {'name': 'Analytical Chemistry (journal)', 'score': 0.47020775079727173}, {'name': 'Characterization (materials science)', 'score': 0.45912349224090576}, {'name': 'Chromatography', 'score': 0.41548585891723633}, {'name': 'Chemical engineering', 'score': 0.36731329560279846}]"
34,journal-article,American Chemical Society (ACS),"Moulian, Remi and Zheng, Fang and Salvato Vallverdu, Germain and Barrere-Mangote, Caroline and Shi, Quan and Giusti, Pierre and Bouyssiere, Brice",2020,2-s2.0-85095982124,Understanding the Vanadium-Asphaltene Nanoaggregate Link with Silver Triflate Complexation and GPC ICP-MS Analysis,13759-13766,8,,True,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/acs.energyfuels.0c02505,"[{'name': 'Vanadium', 'score': 0.8718553185462952}, {'name': 'Asphaltene', 'score': 0.849226713180542}, {'name': 'Trifluoromethanesulfonate', 'score': 0.6788437962532043}, {'name': 'Chemistry', 'score': 0.6256223917007446}, {'name': 'Link (geometry)', 'score': 0.5254292488098145}, {'name': 'Crude oil', 'score': 0.4343382716178894}, {'name': 'Inorganic chemistry', 'score': 0.36132317781448364}, {'name': 'Organic chemistry', 'score': 0.35699552297592163}]"
34,journal-article,American Chemical Society (ACS),"Enrico, Maxime and Mere, Aurore and Zhou, Honggang and Loriau, Matthieu and Tessier, Emmanuel and Bouyssiere, Brice",2020,2-s2.0-85095986760,Methods for Total and Speciation Analysis of Mercury in the Petroleum Industry,13307-13320,13,,False,"['Mercury impact and mitigation studies', 'Analytical chemistry methods development', 'Water Treatment and Disinfection']",Energy &amp; Fuels,10.1021/acs.energyfuels.0c02730,"[{'name': 'Mercury (programming language)', 'score': 0.8084405660629272}, {'name': 'Petroleum', 'score': 0.7458446025848389}, {'name': 'Petroleum industry', 'score': 0.6444655060768127}, {'name': 'Environmental science', 'score': 0.5498858690261841}, {'name': 'Genetic algorithm', 'score': 0.5171515345573425}, {'name': 'Petroleum product', 'score': 0.5112740993499756}, {'name': 'Sampling (signal processing)', 'score': 0.49512234330177307}, {'name': 'Environmental chemistry', 'score': 0.48423147201538086}]"
34,journal-article,American Chemical Society (ACS),"Villegas, Orlando and Salvato Vallverdu, Germain and Bouyssiere, Brice and Acevedo, Sócrates and Castillo, Jimmy and Baraille, Isabelle",2020,2-s2.0-85096587790,Molecular Cartography of A1 and A2 Asphaltene Subfractions from Classical Molecular Dynamics Simulations,13954-13965,26,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Oil, Gas, and Environmental Issues']",Energy &amp; Fuels,10.1021/acs.energyfuels.0c02744,"[{'name': 'Asphaltene', 'score': 0.8760069608688354}, {'name': 'Molecular dynamics', 'score': 0.728268027305603}, {'name': 'Molecule', 'score': 0.6586939096450806}, {'name': 'Chemistry', 'score': 0.6520957946777344}, {'name': 'Fraction (chemistry)', 'score': 0.6036872267723083}, {'name': 'Solubility', 'score': 0.4923149347305298}, {'name': 'Hydrogen bond', 'score': 0.48107242584228516}, {'name': 'Aggregate (composite)', 'score': 0.4187892973423004}]"
31,journal-article,American Chemical Society (ACS),"Grimmer, Christoph and Friederici, Lukas and Streibel, Thorsten and Naim, Ahmad and Cirriez, Virginie and Giusti, Pierre and Afonso, Carlos and Rüger, Christopher P. and Zimmermann, Ralf",2020,2-s2.0-85095669530,Characterization of Polyethylene Branching by Thermal Analysis-Photoionization Mass Spectrometry,2362-2369,8,,False,"['Microplastics and Plastic Pollution', 'Mass Spectrometry Techniques and Applications', 'Toxic Organic Pollutants Impact']",Journal of the American Society for Mass Spectrometry,10.1021/jasms.0c00291,"[{'name': 'Chemistry', 'score': 0.8629384636878967}, {'name': 'Branching (polymer chemistry)', 'score': 0.7874704599380493}, {'name': 'Mass spectrometry', 'score': 0.7427310943603516}, {'name': 'Polyethylene', 'score': 0.6945343613624573}, {'name': 'Pyrolysis', 'score': 0.558743417263031}, {'name': 'Crystallinity', 'score': 0.5500636100769043}, {'name': 'Analytical Chemistry (journal)', 'score': 0.5397909283638}, {'name': 'Principal component analysis', 'score': 0.5255787968635559}]"
8,journal-article,MDPI AG,"Moulian, Rémi and Le Maître, Johann and Leroy, Hélène and Rodgers, Ryan and Bouyssiere, Brice and Afonso, Carlos and Giusti, Pierre and Barrère-Mangote, Caroline",2020,2-s2.0-85096334492,Chemical characterization using different analytical techniques to understand processes: The case of the paraffinic base oil production line,1-20,7,,True,"['Petroleum Processing and Analysis', 'Mass Spectrometry Techniques and Applications', 'Analytical Chemistry and Chromatography']",Processes,10.3390/pr8111472,"[{'name': 'Base oil', 'score': 0.863728940486908}, {'name': 'Characterization (materials science)', 'score': 0.6850688457489014}, {'name': 'Viscosity', 'score': 0.6295937895774841}, {'name': 'Process engineering', 'score': 0.5977175235748291}, {'name': 'Viscosity index', 'score': 0.523659884929657}, {'name': 'Materials science', 'score': 0.5110241174697876}, {'name': 'Mass spectrometry', 'score': 0.47976574301719666}, {'name': 'Vacuum distillation', 'score': 0.47171351313591003}]"
8,journal-article,MDPI AG,"Zheng, Fang and Shi, Quan and Vallverdu, Germain Salvato and Giusti, Pierre and Bouyssiere, Brice",2020,2-s2.0-85096326034,Fractionation and characterization of petroleum asphaltene: Focus on metalopetroleomics,1-32,74,,True,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Processes,10.3390/pr8111504,"[{'name': 'Asphaltene', 'score': 0.9933682680130005}, {'name': 'Fractionation', 'score': 0.8643156290054321}, {'name': 'Heteroatom', 'score': 0.6050962209701538}, {'name': 'Fraction (chemistry)', 'score': 0.5792595744132996}, {'name': 'Petroleum', 'score': 0.5572150349617004}, {'name': 'Characterization (materials science)', 'score': 0.5086944699287415}, {'name': 'Chemistry', 'score': 0.47064918279647827}, {'name': 'Polar', 'score': 0.4696977138519287}]"
34,journal-article,American Chemical Society (ACS),"Moulian, Rémi and Chacón-Patiño, Martha and Lacroix-Andrivet, Oscar and Mounicou, Sandra and Mendes Siqueira, Anna Luiza and Afonso, Carlos and Rodgers, Ryan and Giust, Pierre and Bouyssiere, Brice and Barrère-Mangote, Caroline",2020,2-s2.0-85096569619,Speciation of Metals in Asphaltenes by High-Performance Thin-Layer Chromatography and Solid-Liquid Extraction Hyphenated with Elemental and Molecular Identification,12449-12456,10,,True,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/acs.energyfuels.0c02525,"[{'name': 'Asphaltene', 'score': 0.6645807027816772}, {'name': 'Chromatography', 'score': 0.5562402009963989}, {'name': 'Extraction (chemistry)', 'score': 0.5540753602981567}, {'name': 'Chemistry', 'score': 0.5206927061080933}, {'name': 'Thin-layer chromatography', 'score': 0.518399715423584}, {'name': 'Genetic algorithm', 'score': 0.5069161057472229}, {'name': 'Elemental analysis', 'score': 0.4676762521266937}, {'name': 'Identification (biology)', 'score': 0.4529506266117096}]"
34,journal-article,American Chemical Society (ACS),"Piparo, Marco and Flamant, Lucille and Jousset, Gaelle and Cardinael, Pascal and Giusti, Pierre",2020,2-s2.0-85096523882,Careful Investigations of PTV Injection Parameters for the Analysis of Vacuum Gas Oil by High-Temperature Comprehensive GC × GC,12010-12017,14,,False,"['Analytical Chemistry and Chromatography', 'Mass Spectrometry Techniques and Applications', 'Chemical Thermodynamics and Molecular Structure']",Energy &amp; Fuels,10.1021/acs.energyfuels.0c01314,"[{'name': 'Injector', 'score': 0.7333097457885742}, {'name': 'Gas chromatography', 'score': 0.7022948265075684}, {'name': 'Chemistry', 'score': 0.6261197328567505}, {'name': 'Chromatography', 'score': 0.6126018762588501}, {'name': 'Two-dimensional gas', 'score': 0.4826534390449524}, {'name': 'Sample (material)', 'score': 0.45336514711380005}, {'name': 'Solvent', 'score': 0.4116875231266022}, {'name': 'Analytical Chemistry (journal)', 'score': 0.3973851799964905}]"
34,journal-article,American Chemical Society (ACS),"Putman, Jonathan C. and Moulian, Rémi and Smith, Donald F. and Weisbrod, Chad R. and Chacón-Patiño, Martha L. and Corilo, Yuri E. and Blakney, Greg T. and Rumancik, Leah E. and Barrère-Mangote, Caroline and Rodgers, Ryan P. and Giusti, Pierre and Marshall, Alan G. and Bouyssière, Brice",2020,2-s2.0-85095591793,Probing Aggregation Tendencies in Asphaltenes by Gel Permeation Chromatography. Part 2: Online Detection by Fourier Transform Ion Cyclotron Resonance Mass Spectrometry and Inductively Coupled Plasma Mass Spectrometry,10915-10925,33,,True,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/acs.energyfuels.0c02158,"[{'name': 'Fourier transform ion cyclotron resonance', 'score': 0.8580211400985718}, {'name': 'Chemistry', 'score': 0.8144124150276184}, {'name': 'Mass spectrometry', 'score': 0.7318041920661926}, {'name': 'Asphaltene', 'score': 0.705619215965271}, {'name': 'Gel permeation chromatography', 'score': 0.6312484741210938}, {'name': 'Analytical Chemistry (journal)', 'score': 0.5720920562744141}, {'name': 'Chromatography', 'score': 0.5409982204437256}, {'name': 'Elution', 'score': 0.490882933139801}]"
34,journal-article,American Chemical Society (ACS),"Le Maître, Johann and Paupy, Benoit and Hubert-Roux, Marie and Marceau, Sabrina and Rüger, Christopher and Afonso, Carlos and Giusti, Pierre",2020,2-s2.0-85091453815,Structural Analysis of Neutral Nitrogen Compounds Refractory to the Hydrodenitrogenation Process of Heavy Oil Fractions by High-Resolution Tandem Mass Spectrometry and Ion Mobility-Mass Spectrometry,9328-9338,16,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Mass Spectrometry Techniques and Applications']",Energy &amp; Fuels,10.1021/acs.energyfuels.0c01160,"[{'name': 'Chemistry', 'score': 0.8498224020004272}, {'name': 'Hydrodenitrogenation', 'score': 0.8440282344818115}, {'name': 'Mass spectrometry', 'score': 0.7457042932510376}, {'name': 'Tandem mass spectrometry', 'score': 0.635956883430481}, {'name': 'Vacuum distillation', 'score': 0.5405011177062988}, {'name': 'Electrospray ionization', 'score': 0.4859134256839752}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.4714459180831909}, {'name': 'Ion-mobility spectrometry', 'score': 0.46136847138404846}]"
34,journal-article,American Chemical Society (ACS),"Lacroix-Andrivet, Oscar and Hubert-Roux, Marie and Mendes Siqueira, Anna Luiza and Bai, Yang and Afonso, Carlos",2020,2-s2.0-85091427694,Comparison of Silica and Cellulose Stationary Phases to Analyze Bitumen by High-Performance Thin-Layer Chromatography Coupled to Laser Desorption Ionization Fourier Transform Ion Cyclotron Resonance Mass Spectrometry,9296-9303,14,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/acs.energyfuels.0c00709,"[{'name': 'Fourier transform ion cyclotron resonance', 'score': 0.8431849479675293}, {'name': 'Chemistry', 'score': 0.6882607936859131}, {'name': 'Analytical Chemistry (journal)', 'score': 0.6261513829231262}, {'name': 'Mass spectrometry', 'score': 0.5690585970878601}, {'name': 'Fractionation', 'score': 0.5317116379737854}, {'name': 'Chromatography', 'score': 0.5116484761238098}, {'name': 'Asphaltene', 'score': 0.5092777013778687}, {'name': 'Cellulose', 'score': 0.48827600479125977}]"
34,journal-article,American Chemical Society (ACS),"Putman, Jonathan C. and Moulian, Rémi and Barrère-Mangote, Caroline and Rodgers, Ryan P. and Bouyssiere, Brice and Giusti, Pierre and Marshall, Alan G.",2020,2-s2.0-85089822669,Probing Aggregation Tendencies in Asphaltenes by Gel Permeation Chromatography. Part 1: Online Inductively Coupled Plasma Mass Spectrometry and Offline Fourier Transform Ion Cyclotron Resonance Mass Spectrometry,8308-8315,30,,False,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/acs.energyfuels.0c01522,"[{'name': 'Chemistry', 'score': 0.8742973208427429}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.8517686128616333}, {'name': 'Asphaltene', 'score': 0.8024380803108215}, {'name': 'Mass spectrometry', 'score': 0.7545770406723022}, {'name': 'Gel permeation chromatography', 'score': 0.6214666366577148}, {'name': 'Inductively coupled plasma mass spectrometry', 'score': 0.55436772108078}, {'name': 'Analytical Chemistry (journal)', 'score': 0.5003154277801514}, {'name': 'Chromatography', 'score': 0.4873269498348236}]"
31,journal-article,American Chemical Society (ACS),"Fouquet, Thierry N. J. and Pizzala, Hélène and Rollet, Marion and Crozet, Delphine and Giusti, Pierre and Charles, Laurence",2020,2-s2.0-85087468621,Mass Spectrometry-Based Analytical Strategy for Comprehensive Molecular Characterization of Biodegradable Poly(lactic-co-glycolic Acid) Copolymers,1554-1562,17,,False,"['biodegradable polymer synthesis and properties', 'Mass Spectrometry Techniques and Applications', 'Polymer crystallization and properties']",Journal of the American Society for Mass Spectrometry,10.1021/jasms.0c00137,"[{'name': 'Chemistry', 'score': 0.8711206912994385}, {'name': 'Mass spectrometry', 'score': 0.7223321199417114}, {'name': 'PLGA', 'score': 0.5971672534942627}, {'name': 'Analytical Chemistry (journal)', 'score': 0.5364826917648315}, {'name': 'Desorption', 'score': 0.5328325033187866}, {'name': 'Electrospray ionization', 'score': 0.4994058609008789}, {'name': 'Glycolic acid', 'score': 0.4817821681499481}, {'name': 'Copolymer', 'score': 0.4678996801376343}]"
17,journal-article,Elsevier BV,"Santos Silva, H. and Alfarra, A. and Vallverdu, G. and Bégué, D. and Bouyssiere, B. and Baraille, I.",2020,2-s2.0-85079477551,Role of the porphyrins and demulsifiers in the aggregation process of asphaltenes at water/oil interfaces under desalting conditions: a molecular dynamics study,797-810,29,,True,"['Petroleum Processing and Analysis', 'Enhanced Oil Recovery Techniques', 'Hydrocarbon exploration and reservoir analysis']",Petroleum Science,10.1007/s12182-020-00426-0,"[{'name': 'Asphaltene', 'score': 0.982521116733551}, {'name': 'Demulsifier', 'score': 0.9586854577064514}, {'name': 'Chemistry', 'score': 0.6685531735420227}, {'name': 'Crude oil', 'score': 0.5380716919898987}, {'name': 'Molecule', 'score': 0.5183809399604797}, {'name': 'Refining (metallurgy)', 'score': 0.49064961075782776}, {'name': 'Process (computing)', 'score': 0.4515281915664673}, {'name': 'Chemical engineering', 'score': 0.42467665672302246}]"
34,journal-article,American Chemical Society (ACS),"Enrico, Maxime and Mere, Aurore and Zhou, Honggang and Carrier, Hervé and Tessier, Emmanuel and Bouyssiere, Brice",2020,2-s2.0-85078417185,Experimental Tests of Natural Gas Samplers Prior to Mercury Concentration Analysis,5205-5212,17,,False,"['Mercury impact and mitigation studies', 'nanoparticles nucleation surface interactions', 'Toxic Organic Pollutants Impact']",Energy &amp; Fuels,10.1021/acs.energyfuels.9b03540,"[{'name': 'Mercury (programming language)', 'score': 0.7420942187309265}, {'name': 'Adsorption', 'score': 0.7317377328872681}, {'name': 'Natural gas', 'score': 0.6013187766075134}, {'name': 'Silicon', 'score': 0.580757737159729}, {'name': 'Chemistry', 'score': 0.5503935813903809}, {'name': 'Argon', 'score': 0.5355918407440186}, {'name': 'Inert', 'score': 0.4742799401283264}, {'name': 'Coating', 'score': 0.4280860722064972}]"
56,journal-article,Royal Society of Chemistry (RSC),"Freije-Carrelo, Laura and García-Bellido, Javier and Alonso Sobrado, Laura and Moldovan, Mariella and Bouyssiere, Brice and Giusti, Pierre and Encinar, Jorge Ruiz",2020,2-s2.0-85081085822,"Quantitative multiplexed elemental (C, H, N and S) detection in complex mixtures using gas chromatography",2905-2908,6,,True,"['Analytical Chemistry and Chromatography', 'Advanced Chemical Sensor Technologies', 'Mass Spectrometry Techniques and Applications']",Chemical Communications,10.1039/c9cc09842a,"[{'name': 'Gas chromatography', 'score': 0.6837746500968933}, {'name': 'Detector', 'score': 0.6201308369636536}, {'name': 'Chromatography', 'score': 0.5673472285270691}, {'name': 'Multiplexing', 'score': 0.5328180193901062}, {'name': 'Chemistry', 'score': 0.5268363356590271}, {'name': 'Analytical Chemistry (journal)', 'score': 0.46121299266815186}, {'name': 'Detection limit', 'score': 0.42258772253990173}, {'name': 'Computer science', 'score': 0.19244742393493652}]"
92,journal-article,American Chemical Society (ACS),"Naim, Ahmad and Farenc, Mathilde and Hubert-Roux, Marie and Chavagnan, Thierry and Cirriez, Virginie and Welle, Alexandre and Vantomme, Aurelien and Kirillov, Evgueni and Carpentier, Jean-François and Afonso, Carlos and Giusti, Pierre",2020,2-s2.0-85078430635,Paraffin-Inert Atmospheric Solid Analysis Probe: A Fast and Easy Approach to Characterize Extremely Air-Sensitive Organometallic Complexes by Mass Spectrometry,2922-2925,5,,True,"['Mass Spectrometry Techniques and Applications', 'Analytical chemistry methods development', 'Analytical Chemistry and Chromatography']",Analytical Chemistry,10.1021/acs.analchem.9b04478,"[{'name': 'Chemistry', 'score': 0.917795717716217}, {'name': 'Inert', 'score': 0.8499529361724854}, {'name': 'Mass spectrometry', 'score': 0.7483298778533936}, {'name': 'Inert gas', 'score': 0.74688321352005}, {'name': 'Characterization (materials science)', 'score': 0.6109926104545593}, {'name': 'Group 2 organometallic chemistry', 'score': 0.5361238718032837}, {'name': 'Reactivity (psychology)', 'score': 0.49545347690582275}, {'name': 'Ionization', 'score': 0.46893858909606934}]"
33,journal-article,American Chemical Society (ACS),"Moulian, Rémi and Sama, Sara Gutierrez and Garnier, Carole and Mounicou, Sandra and Enrico, Maxime and Jaurand, Xavier and Lobinski, Ryszard and Giusti, Pierre and Bouyssiere, Brice and Barrère-Mangote, Caroline",2019,2-s2.0-85070702517,Speciation of metals in asphaltenes by high-performance thin-layer chromatography and laser ablation inductively coupled plasma-mass spectrometry,6060-6068,7,,True,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Energy &amp; Fuels,10.1021/acs.energyfuels.9b00676,"[{'name': 'Asphaltene', 'score': 0.9502742290496826}, {'name': 'Chemistry', 'score': 0.7998954653739929}, {'name': 'Chromatography', 'score': 0.6117451190948486}, {'name': 'Gel permeation chromatography', 'score': 0.5358632206916809}, {'name': 'Inductively coupled plasma mass spectrometry', 'score': 0.5331990122795105}, {'name': 'Mass spectrometry', 'score': 0.5238847136497498}, {'name': 'Adsorption', 'score': 0.46697402000427246}, {'name': 'Molar mass', 'score': 0.4523889720439911}]"
30,journal-article,American Chemical Society (ACS),"Rüger, Christopher P. and Maillard, Julien and Le Maître, Johann and Ridgeway, Mark and Thompson, Christopher J. and Schmitz-Afonso, Isabelle and Gautier, Thomas and Carrasco, Nathalie and Park, Melvin A. and Giusti, Pierre and Afonso, Carlos",2019,2-s2.0-85066144208,Structural Study of Analogues of Titan’s Haze by Trapped Ion Mobility Coupled with a Fourier Transform Ion Cyclotron Mass Spectrometer,1169-1173,15,,True,"['Mass Spectrometry Techniques and Applications', 'Analytical chemistry methods development', 'Astro and Planetary Science']",Journal of the American Society for Mass Spectrometry,10.1007/s13361-019-02205-7,"[{'name': 'Titan (rocket family)', 'score': 0.8661606311798096}, {'name': 'Chemistry', 'score': 0.8200500011444092}, {'name': 'Fourier transform ion cyclotron resonance', 'score': 0.8180156946182251}, {'name': 'Mass spectrometry', 'score': 0.7087266445159912}, {'name': 'Analytical Chemistry (journal)', 'score': 0.5572614073753357}, {'name': 'Ion', 'score': 0.5250387191772461}, {'name': 'Haze', 'score': 0.44180893898010254}, {'name': 'Astrobiology', 'score': 0.23883286118507385}]"
16,journal-article,Elsevier BV,"Santos Silva, H. and Alfarra, A. and Vallverdu, G. and Bégué, D. and Bouyssiere, B. and Baraille, I.",2019,2-s2.0-85065446840,Asphaltene aggregation studied by molecular dynamics simulations: role of the molecular architecture and solvents on the supramolecular or colloidal behavior,669-684,68,,True,"['Petroleum Processing and Analysis', 'Hydrocarbon exploration and reservoir analysis', 'Enhanced Oil Recovery Techniques']",Petroleum Science,10.1007/s12182-019-0321-y,"[{'name': 'Asphaltene', 'score': 0.9641708731651306}, {'name': 'Supramolecular chemistry', 'score': 0.7577896118164062}, {'name': 'Heteroatom', 'score': 0.6799306869506836}, {'name': 'Colloid', 'score': 0.6372164487838745}, {'name': 'Chemistry', 'score': 0.6090494394302368}, {'name': 'Molecular dynamics', 'score': 0.5948193073272705}, {'name': 'Chemical physics', 'score': 0.5200269222259521}, {'name': 'Conjugated system', 'score': 0.5060531497001648}]"
